GEOID,Percent low income,Margin of Error,Lower bound,Upper bound,Designation Change
340010001001,0.6899383983572895,0.1782938830646236,0.511644515292666,0.8682322814219131,2
340010001002,0.5851142225497421,0.1576775048780055,0.4274367176717366,0.7427917274277476,2
340010002001,0.4600267976775346,0.2531057569165981,0.2069210407609365,0.7131325545941327,4
340010002002,0.3795620437956204,0.2318051246009719,0.1477569191946485,0.6113671683965923,4
340010002003,0.217391304347826,0.1903082674318028,0.0270830369160232,0.4076995717796288,3
340010003001,0.587793427230047,0.2005449712233222,0.3872484560067248,0.7883383984533692,2
340010003002,0.6063535911602209,0.1697361561409212,0.4366174350192997,0.7760897473011421,2
340010003003,0.4725146198830409,0.2082300273338738,0.2642845925491671,0.6807446472169147,4
340010004001,0.6426086956521739,0.1247050591339481,0.5179036365182258,0.7673137547861221,2
340010004002,0.7311028500619579,0.1676847872473138,0.563418062814644,0.8987876373092717,2
340010004003,0.7192763568309419,0.1537075823397767,0.5655687744911653,0.8729839391707186,2
340010005001,0.7682648401826484,0.1720863015909971,0.5961785385916513,0.9403511417736456,2
340010005002,0.6172668513388735,0.1361291392904631,0.4811377120484104,0.7533959906293366,2
340010011001,0.4869281045751634,0.2228781982935335,0.2640499062816299,0.709806302868697,4
340010011002,0.5701598579040853,0.1998926125592994,0.3702672453447859,0.7700524704633847,2
340010012001,0.3475314617618587,0.2796182127549361,0.0679132490069225,0.6271496745167948,3
340010012002,0.370499419279907,0.2050678857737831,0.1654315335061238,0.57556730505369,4
340010012003,0.4795698924731183,0.2726745202617571,0.2068953722113612,0.7522444127348754,4
340010013001,0.3333333333333333,0.1693933231240091,0.1639400102093242,0.5027266564573424,3
340010013002,0.342296511627907,0.1728363361336182,0.1694601754942887,0.5151328477615251,3
340010014001,0.9191456903127384,0.0941056775673453,0.8250400127453931,1.0132513678800836,2
340010014002,0.3183760683760683,0.2982129266399212,0.020163141736147,0.6165889950159895,3
340010014003,0.6761565836298933,0.1562237708791427,0.5199328127507505,0.832380354509036,2
340010015001,0.8801498127340824,0.083944863444504,0.7962049492895784,0.9640946761785864,2
340010015002,0.6691729323308271,0.2312146246693687,0.4379583076614584,0.9003875570001958,2
340010019001,0.7281553398058254,0.1626181287073642,0.5655372110984611,0.8907734685131896,2
340010019002,0.621900826446281,0.2262048289933954,0.3956959974528856,0.8481056554396764,2
340010023001,0.7383928571428572,0.1813651761583957,0.5570276809844614,0.9197580333012528,2
340010023002,0.7265481299816063,0.1192441447284035,0.6073039852532028,0.8457922747100098,2
340010024001,0.6815834767641997,0.3285433246211337,0.353040152143066,1.0101268013853335,2
340010024002,0.928125,0.072590341795906,0.855534658204094,1.000715341795906,2
340010024003,0.912811387900356,0.1330649556617793,0.7797464322385766,1.0458763435621352,2
340010024004,0.6777609682299547,0.1677864726589389,0.5099744955710158,0.8455474408888936,2
340010025001,0.6324237560192617,0.1987693231793606,0.4336544328399011,0.8311930791986223,2
340010025002,0.8956602031394276,0.0896945383208133,0.8059656648186143,0.9853547414602408,2
340010025003,0.1132075471698113,0.2228501499592744,-0.1096426027894631,0.3360576971290857,1
340010025004,0.6257110352673493,0.1497925080884428,0.4759185271789065,0.7755035433557921,2
340010101011,0.1299435028248587,0.1431859611486348,-0.0132424583237761,0.2731294639734934,1
